threshold_eur_per_mwh,active_rate,directional_accuracy_active,mean_net_eur_per_mwh_all_hours,mean_net_eur_per_mwh_active
0.0,1.0,0.9807030951471151,9.192680550248378,9.192680550248378
0.5,0.9887275506304929,0.9845410628019323,9.193370271303019,9.298183574879227
1.0,0.9772640427970959,0.9874877810361681,9.184195643867024,9.397865102639296
2.0,0.9524264424914024,0.9921765295887663,9.136559037065341,9.592928786359076
3.0,0.9216660298051204,0.9944029850746269,9.032107374856707,9.79976160862355
5.0,0.8118074130683989,0.9976465050600141,8.540548337791364,10.520411861614498
7.5,0.5158578525028659,0.9992592592592593,6.817015666794038,13.214911111111109
10.0,0.2980512036683225,1.0,5.26258693160107,17.656653846153848
