model,val_mae,val_rmse,val_r2,fit_seconds,val_infer_seconds
ridge,2.16377180014239,3.10114952486608,0.948491831654649,0.10163690200010933,0.0038749259999804053
hist_gbr,1.8606404391393494,2.696894109719694,0.9610454239146404,1.759033934999934,0.038714291000133016
day_ahead_baseline,9.817166602980512,12.768897864530771,0.12675216128674138,,
persistence_baseline,2.874159342758884,4.196815947848397,0.9056655025336094,,
